agent_role,agent_autonomy_level,user_role,requested_action,tool_requested,resource_type,resource_sensitivity,permission_match,action_risk_score,prompt_injection_detected,data_exfiltration_risk,human_approval_required,previous_failed_attempts,audit_log_available,access_decision
procurement_agent,3,vendor,export_report,database_api,public_knowledge_base,1,0,48,0,44,0,1,1,Blocked
procurement_agent,1,vendor,read_record,database_api,support_ticket,2,0,30,0,38,0,0,1,Blocked
customer_support_agent,1,manager,export_report,finance_erp_api,public_knowledge_base,1,1,17,0,46,0,0,0,Allowed
it_helpdesk_agent,3,admin,read_record,crm_api,source_code_repo,4,1,21,0,46,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,5,analyst,read_record,contract_repository_api,public_knowledge_base,1,0,30,0,32,0,1,1,Blocked
hr_onboarding_agent,4,employee,send_email,database_api,public_knowledge_base,1,1,39,0,31,1,2,1,Needs_Human_Approval
it_helpdesk_agent,3,contractor,download_file,hris_api,customer_profile,3,0,77,0,69,1,2,1,Blocked
data_analytics_agent,3,contractor,read_record,finance_erp_api,employee_file,4,0,53,0,66,0,1,1,Blocked
devops_release_agent,5,employee,export_report,finance_erp_api,payroll_record,5,0,100,0,95,0,5,1,Blocked
security_monitoring_agent,3,vendor,update_record,hris_api,public_knowledge_base,1,0,100,1,56,1,2,1,Blocked
finance_reconciliation_agent,3,manager,create_ticket,ticketing_api,support_ticket,2,0,32,0,35,0,0,0,Blocked
data_analytics_agent,4,admin,search_records,database_api,customer_profile,3,1,7,0,25,0,0,1,Allowed
customer_support_agent,5,manager,search_records,crm_api,support_ticket,2,1,9,0,37,0,0,1,Allowed
finance_reconciliation_agent,3,employee,read_record,contract_repository_api,customer_profile,3,0,49,0,46,0,3,1,Blocked
it_helpdesk_agent,4,employee,read_record,finance_erp_api,support_ticket,2,0,25,0,41,0,1,1,Blocked
finance_reconciliation_agent,3,manager,update_record,finance_erp_api,payroll_record,5,1,64,0,57,1,0,1,Needs_Human_Approval
it_helpdesk_agent,3,manager,read_record,hris_api,payroll_record,5,1,26,0,62,1,0,1,Needs_Human_Approval
sales_crm_agent,1,manager,send_email,email_api,payroll_record,5,0,68,0,99,1,2,1,Blocked
customer_support_agent,3,employee,export_report,finance_erp_api,audit_log,4,0,80,0,71,1,0,1,Blocked
devops_release_agent,3,manager,send_email,email_api,payroll_record,5,0,85,0,100,1,0,1,Blocked
hr_onboarding_agent,3,analyst,search_records,email_api,public_knowledge_base,1,0,26,0,43,0,1,1,Blocked
sales_crm_agent,4,employee,send_email,identity_provider_api,contract_document,4,0,69,0,78,1,1,1,Blocked
security_monitoring_agent,4,contractor,read_record,crm_api,public_knowledge_base,1,0,24,0,29,0,2,1,Blocked
security_monitoring_agent,3,employee,download_file,database_api,public_knowledge_base,1,0,52,0,49,0,1,1,Blocked
sales_crm_agent,3,employee,change_permission,identity_provider_api,support_ticket,2,0,99,0,39,1,0,1,Blocked
sales_crm_agent,4,vendor,run_script,devops_ci_api,system_config,4,0,100,0,59,1,1,1,Blocked
devops_release_agent,4,security_admin,export_report,crm_api,system_config,5,1,52,0,71,1,0,1,Needs_Human_Approval
security_monitoring_agent,1,employee,update_record,ticketing_api,support_ticket,2,0,46,0,36,0,0,1,Blocked
executive_assistant_agent,3,manager,search_records,finance_erp_api,audit_log,4,0,53,0,66,0,2,1,Blocked
customer_support_agent,3,manager,export_report,database_api,payroll_record,5,0,84,0,99,1,1,1,Blocked
customer_support_agent,2,analyst,search_records,database_api,customer_profile,3,0,32,0,65,0,2,1,Blocked
data_analytics_agent,4,contractor,read_record,contract_repository_api,sales_pipeline,3,1,30,0,44,0,0,1,Allowed
sales_crm_agent,2,analyst,export_report,database_api,employee_file,4,0,77,0,85,1,3,1,Blocked
it_helpdesk_agent,5,manager,download_file,identity_provider_api,public_knowledge_base,1,1,36,0,33,1,0,1,Needs_Human_Approval
customer_support_agent,2,manager,create_ticket,ticketing_api,support_ticket,2,1,2,0,22,0,2,1,Allowed
data_analytics_agent,4,analyst,search_records,database_api,support_ticket,2,1,12,0,17,0,1,1,Allowed
it_helpdesk_agent,1,analyst,send_email,hris_api,customer_profile,3,0,62,0,67,0,1,1,Blocked
legal_contract_agent,4,admin,search_records,file_storage_api,api_key_secret,5,0,81,0,86,1,0,1,Blocked
it_helpdesk_agent,3,manager,download_file,file_storage_api,employee_file,4,0,100,1,100,1,1,1,Blocked
procurement_agent,3,manager,search_records,ticketing_api,support_ticket,2,1,2,0,20,0,0,1,Allowed
customer_support_agent,5,security_admin,download_file,file_storage_api,support_ticket,2,1,26,0,64,0,1,1,Allowed
security_monitoring_agent,3,employee,search_records,hris_api,financial_record,4,0,46,0,64,0,1,1,Blocked
hr_onboarding_agent,4,service_account,search_records,database_api,public_knowledge_base,1,1,2,0,19,0,0,1,Allowed
security_monitoring_agent,4,employee,send_email,email_api,sales_pipeline,3,0,67,0,75,1,2,1,Blocked
finance_reconciliation_agent,1,service_account,create_ticket,ticketing_api,customer_profile,3,1,4,0,38,0,0,1,Allowed
customer_support_agent,3,employee,export_report,crm_api,financial_record,4,0,83,0,83,0,1,0,Blocked
executive_assistant_agent,4,employee,update_record,finance_erp_api,system_config,4,1,80,0,58,1,4,1,Needs_Human_Approval
hr_onboarding_agent,2,analyst,download_file,database_api,customer_profile,3,0,58,0,78,0,0,1,Blocked
customer_support_agent,3,admin,send_email,email_api,payroll_record,5,0,76,0,98,1,3,1,Blocked
legal_contract_agent,4,employee,run_script,devops_ci_api,employee_file,4,0,100,0,63,1,2,1,Blocked
legal_contract_agent,2,service_account,read_record,contract_repository_api,sales_pipeline,3,1,9,0,33,0,0,1,Allowed
customer_support_agent,4,analyst,run_script,database_api,api_key_secret,5,0,100,0,66,1,0,1,Blocked
hr_onboarding_agent,3,vendor,change_permission,identity_provider_api,invoice,3,0,100,0,50,1,0,1,Blocked
security_monitoring_agent,5,analyst,create_ticket,ticketing_api,customer_profile,4,0,36,0,56,0,2,1,Blocked
customer_support_agent,3,manager,sync_external_app,crm_api,employee_file,5,0,100,0,98,1,0,1,Blocked
customer_support_agent,2,guest,read_record,contract_repository_api,payroll_record,5,0,64,0,69,1,0,1,Blocked
devops_release_agent,3,admin,create_ticket,email_api,contract_document,3,0,41,0,51,0,0,1,Blocked
legal_contract_agent,4,employee,change_permission,identity_provider_api,invoice,3,1,100,1,56,1,1,1,Blocked
finance_reconciliation_agent,5,admin,export_report,finance_erp_api,access_policy,5,1,62,0,69,1,1,1,Needs_Human_Approval
customer_support_agent,4,analyst,search_records,database_api,access_policy,5,0,59,0,76,1,0,1,Blocked
sales_crm_agent,4,employee,search_records,finance_erp_api,source_code_repo,3,0,41,0,47,0,0,1,Blocked
it_helpdesk_agent,3,contractor,search_records,hris_api,invoice,3,0,51,0,55,0,5,1,Blocked
data_analytics_agent,4,employee,export_report,identity_provider_api,source_code_repo,4,0,98,0,94,1,1,1,Blocked
hr_onboarding_agent,4,admin,read_record,crm_api,audit_log,4,1,41,0,47,0,4,1,Allowed
security_monitoring_agent,4,vendor,search_records,hris_api,customer_profile,3,1,27,0,31,0,0,1,Allowed
hr_onboarding_agent,3,security_admin,read_record,file_storage_api,payroll_record,5,1,37,0,81,1,4,1,Needs_Human_Approval
customer_support_agent,1,contractor,change_permission,identity_provider_api,system_config,4,0,100,0,67,1,0,1,Blocked
it_helpdesk_agent,4,service_account,export_report,crm_api,source_code_repo,4,1,54,0,70,0,1,1,Needs_Human_Approval
customer_support_agent,3,analyst,update_record,finance_erp_api,invoice,3,0,72,0,43,1,1,1,Blocked
it_helpdesk_agent,3,manager,search_records,ticketing_api,meeting_notes,2,0,32,0,40,0,2,1,Blocked
finance_reconciliation_agent,4,employee,send_email,email_api,public_knowledge_base,1,0,44,0,62,0,0,1,Blocked
sales_crm_agent,1,vendor,update_record,database_api,contract_document,3,0,59,0,46,0,0,1,Blocked
it_helpdesk_agent,3,analyst,read_record,crm_api,customer_profile,3,1,41,0,38,0,5,1,Allowed
customer_support_agent,3,employee,search_records,hris_api,customer_profile,3,1,30,0,30,0,5,1,Allowed
customer_support_agent,2,vendor,update_record,file_storage_api,customer_profile,3,1,86,1,55,1,0,1,Blocked
hr_onboarding_agent,1,vendor,update_record,contract_repository_api,system_config,4,0,100,1,76,1,0,0,Blocked
customer_support_agent,4,employee,update_record,database_api,source_code_repo,4,0,87,0,59,1,0,1,Blocked
procurement_agent,4,contractor,read_record,hris_api,sales_pipeline,3,1,20,0,38,0,0,1,Allowed
sales_crm_agent,4,employee,read_record,email_api,contract_document,3,0,63,0,63,0,2,1,Blocked
customer_support_agent,2,employee,send_email,ticketing_api,support_ticket,2,1,21,0,37,0,0,1,Allowed
it_helpdesk_agent,2,employee,update_record,devops_ci_api,invoice,3,0,59,0,50,0,0,1,Blocked
finance_reconciliation_agent,4,manager,send_email,external_webhook,access_policy,5,1,77,0,85,1,0,0,Needs_Human_Approval
customer_support_agent,4,contractor,change_permission,identity_provider_api,audit_log,4,0,100,0,55,1,2,1,Blocked
hr_onboarding_agent,1,service_account,export_report,file_storage_api,audit_log,4,0,79,0,86,1,0,0,Blocked
data_analytics_agent,1,service_account,create_ticket,finance_erp_api,support_ticket,1,1,2,0,18,0,0,0,Allowed
finance_reconciliation_agent,2,guest,update_record,database_api,employee_file,3,0,94,0,62,1,6,1,Blocked
data_analytics_agent,4,manager,approve_payment,crm_api,api_key_secret,4,1,93,0,54,1,0,1,Blocked
customer_support_agent,1,analyst,send_email,email_api,public_knowledge_base,1,0,17,0,67,0,1,1,Blocked
legal_contract_agent,3,analyst,delete_record,database_api,access_policy,5,0,100,0,62,1,3,1,Blocked
it_helpdesk_agent,4,guest,read_record,external_webhook,contract_document,3,0,64,0,57,0,0,1,Blocked
hr_onboarding_agent,5,manager,sync_external_app,crm_api,contract_document,3,0,89,0,59,1,0,1,Blocked
data_analytics_agent,5,guest,read_record,hris_api,payroll_record,5,0,67,0,68,1,1,1,Blocked
customer_support_agent,3,employee,search_records,finance_erp_api,sales_pipeline,2,0,35,0,44,0,0,1,Blocked
finance_reconciliation_agent,3,service_account,download_file,contract_repository_api,sales_pipeline,3,0,67,0,75,1,0,1,Blocked
sales_crm_agent,3,employee,send_email,email_api,support_ticket,2,0,40,0,59,0,0,1,Blocked
it_helpdesk_agent,4,contractor,read_record,hris_api,sales_pipeline,3,1,22,0,23,0,0,1,Allowed
procurement_agent,4,admin,export_report,finance_erp_api,contract_document,3,0,65,0,52,1,0,1,Blocked
finance_reconciliation_agent,5,guest,approve_payment,finance_erp_api,support_ticket,2,0,100,0,38,1,0,0,Blocked
security_monitoring_agent,3,vendor,export_report,crm_api,employee_file,4,0,100,1,100,1,0,1,Blocked
devops_release_agent,5,admin,approve_payment,finance_erp_api,customer_profile,3,0,100,0,54,1,1,1,Blocked
it_helpdesk_agent,5,service_account,read_record,hris_api,access_policy,5,1,57,0,54,1,0,1,Needs_Human_Approval
data_analytics_agent,4,service_account,download_file,file_storage_api,support_ticket,2,0,64,0,66,0,3,1,Blocked
legal_contract_agent,3,guest,search_records,crm_api,public_knowledge_base,1,0,27,0,22,0,0,1,Blocked
security_monitoring_agent,3,employee,search_records,email_api,invoice,3,0,44,0,55,0,0,1,Blocked
sales_crm_agent,4,analyst,read_record,crm_api,payroll_record,5,0,63,0,75,1,0,1,Blocked
hr_onboarding_agent,2,analyst,read_record,crm_api,sales_pipeline,3,0,40,0,47,0,2,1,Blocked
customer_support_agent,2,analyst,export_report,database_api,invoice,3,0,70,0,58,0,3,0,Blocked
data_analytics_agent,4,employee,read_record,email_api,sales_pipeline,3,0,54,0,44,0,0,1,Blocked
legal_contract_agent,4,employee,download_file,hris_api,sales_pipeline,4,0,96,0,88,1,0,1,Blocked
executive_assistant_agent,3,analyst,update_record,database_api,financial_record,4,0,95,0,59,1,4,1,Blocked
data_analytics_agent,3,vendor,read_record,file_storage_api,support_ticket,2,1,24,0,39,0,1,1,Allowed
procurement_agent,2,analyst,run_script,devops_ci_api,support_ticket,2,0,92,0,30,1,0,1,Blocked
customer_support_agent,2,service_account,read_record,file_storage_api,public_knowledge_base,2,1,2,0,19,0,0,1,Allowed
devops_release_agent,3,service_account,search_records,ticketing_api,public_knowledge_base,1,1,2,0,19,0,0,1,Allowed
it_helpdesk_agent,2,employee,sync_external_app,database_api,employee_file,4,0,100,0,93,1,3,1,Blocked
data_analytics_agent,5,guest,sync_external_app,crm_api,customer_profile,4,1,97,0,64,1,0,0,Blocked
devops_release_agent,5,analyst,search_records,ticketing_api,support_ticket,1,0,26,0,30,0,0,1,Blocked
finance_reconciliation_agent,4,analyst,download_file,file_storage_api,contract_document,3,0,71,0,78,1,2,1,Blocked
it_helpdesk_agent,3,employee,export_report,finance_erp_api,sales_pipeline,3,1,45,0,46,0,0,1,Allowed
devops_release_agent,4,contractor,export_report,siem_api,financial_record,4,0,64,0,87,0,1,1,Blocked
legal_contract_agent,3,security_admin,download_file,database_api,sales_pipeline,3,0,47,0,70,0,0,1,Blocked
security_monitoring_agent,1,security_admin,export_report,crm_api,financial_record,4,1,41,0,80,0,1,1,Needs_Human_Approval
legal_contract_agent,1,employee,read_record,database_api,system_config,4,0,51,0,54,0,0,0,Blocked
finance_reconciliation_agent,4,admin,send_email,email_api,support_ticket,2,1,24,0,45,0,0,1,Allowed
sales_crm_agent,3,analyst,send_email,email_api,support_ticket,2,0,40,0,80,0,0,1,Blocked
it_helpdesk_agent,4,employee,view_audit_log,email_api,employee_file,4,0,80,0,70,1,0,1,Blocked
sales_crm_agent,2,analyst,read_record,crm_api,public_knowledge_base,1,0,24,0,33,0,0,1,Blocked
hr_onboarding_agent,3,service_account,update_record,finance_erp_api,employee_file,4,1,75,0,56,1,2,1,Needs_Human_Approval
security_monitoring_agent,1,analyst,download_file,database_api,support_ticket,2,1,33,0,50,0,4,1,Allowed
hr_onboarding_agent,3,analyst,read_record,database_api,support_ticket,2,1,4,0,39,0,1,1,Allowed
security_monitoring_agent,2,employee,download_file,contract_repository_api,support_ticket,2,1,20,0,54,0,0,1,Allowed
legal_contract_agent,4,employee,update_record,siem_api,system_config,4,1,79,0,38,1,1,1,Needs_Human_Approval
sales_crm_agent,3,analyst,read_record,database_api,public_knowledge_base,1,1,2,0,16,0,0,1,Allowed
devops_release_agent,5,employee,approve_payment,finance_erp_api,public_knowledge_base,1,0,100,1,51,1,3,1,Blocked
finance_reconciliation_agent,3,service_account,read_record,file_storage_api,support_ticket,2,0,32,0,37,0,2,1,Blocked
security_monitoring_agent,4,contractor,search_records,siem_api,invoice,3,0,54,0,47,0,2,1,Blocked
sales_crm_agent,1,employee,update_record,ticketing_api,support_ticket,2,0,44,0,46,0,0,1,Blocked
sales_crm_agent,2,contractor,read_record,finance_erp_api,sales_pipeline,3,1,8,0,45,0,0,1,Allowed
sales_crm_agent,1,security_admin,read_record,contract_repository_api,invoice,3,1,9,0,38,0,0,1,Allowed
executive_assistant_agent,4,vendor,update_record,ticketing_api,employee_file,4,1,75,0,48,1,0,0,Needs_Human_Approval
finance_reconciliation_agent,2,analyst,create_ticket,ticketing_api,contract_document,3,0,31,0,49,0,0,1,Blocked
procurement_agent,5,vendor,read_record,database_api,support_ticket,1,0,42,0,22,0,7,1,Blocked
customer_support_agent,2,employee,search_records,email_api,customer_profile,3,1,18,0,38,0,0,1,Allowed
hr_onboarding_agent,4,analyst,send_email,email_api,financial_record,4,0,76,0,100,1,0,0,Blocked
sales_crm_agent,4,analyst,read_record,crm_api,api_key_secret,5,0,56,0,70,1,0,1,Blocked
it_helpdesk_agent,4,manager,read_record,database_api,contract_document,3,1,27,0,38,0,1,1,Allowed
finance_reconciliation_agent,4,service_account,create_ticket,ticketing_api,financial_record,4,0,39,0,68,0,0,1,Blocked
customer_support_agent,3,contractor,search_records,crm_api,support_ticket,2,1,3,0,30,0,0,1,Allowed
customer_support_agent,3,security_admin,update_record,finance_erp_api,support_ticket,2,1,56,1,49,0,1,1,Blocked
it_helpdesk_agent,5,analyst,read_record,finance_erp_api,public_knowledge_base,1,1,3,0,16,0,2,1,Allowed
finance_reconciliation_agent,3,service_account,export_report,finance_erp_api,system_config,4,1,55,0,60,0,0,1,Allowed
data_analytics_agent,1,vendor,approve_payment,database_api,public_knowledge_base,1,0,100,0,31,1,5,1,Blocked
security_monitoring_agent,5,analyst,download_file,file_storage_api,sales_pipeline,3,0,73,0,76,1,2,1,Blocked
procurement_agent,4,analyst,view_audit_log,identity_provider_api,support_ticket,2,0,41,0,34,0,0,1,Blocked
finance_reconciliation_agent,5,manager,run_script,devops_ci_api,invoice,3,1,96,0,39,1,0,1,Blocked
sales_crm_agent,4,analyst,update_record,crm_api,public_knowledge_base,1,0,62,0,27,0,5,1,Blocked
security_monitoring_agent,3,service_account,read_record,hris_api,invoice,3,1,10,0,29,0,0,1,Allowed
customer_support_agent,3,admin,download_file,ticketing_api,sales_pipeline,3,0,71,0,68,1,0,1,Blocked
customer_support_agent,2,contractor,view_audit_log,identity_provider_api,system_config,4,0,65,0,54,1,0,1,Blocked
finance_reconciliation_agent,4,security_admin,download_file,contract_repository_api,invoice,3,0,62,0,65,0,0,1,Blocked
devops_release_agent,3,contractor,create_ticket,devops_ci_api,customer_profile,3,0,47,0,45,0,1,1,Blocked
it_helpdesk_agent,4,manager,change_permission,identity_provider_api,invoice,3,0,100,0,37,1,1,1,Blocked
finance_reconciliation_agent,2,employee,run_script,devops_ci_api,system_config,4,0,100,0,55,1,2,1,Blocked
customer_support_agent,4,vendor,read_record,file_storage_api,financial_record,4,0,93,1,100,1,4,1,Blocked
sales_crm_agent,4,employee,update_record,crm_api,contract_document,4,0,88,0,50,1,1,1,Blocked
executive_assistant_agent,1,admin,update_record,ticketing_api,customer_profile,3,1,39,0,37,0,0,1,Allowed
hr_onboarding_agent,4,employee,update_record,ticketing_api,access_policy,5,0,86,0,66,1,0,1,Blocked
data_analytics_agent,4,manager,download_file,file_storage_api,sales_pipeline,3,1,66,0,65,1,5,0,Needs_Human_Approval
customer_support_agent,4,admin,read_record,database_api,audit_log,4,1,31,0,53,0,0,1,Allowed
security_monitoring_agent,2,analyst,read_record,crm_api,system_config,4,1,24,0,34,0,0,1,Allowed
hr_onboarding_agent,4,manager,search_records,ticketing_api,customer_profile,3,0,62,0,47,0,5,1,Blocked
legal_contract_agent,3,analyst,send_email,database_api,support_ticket,2,1,43,0,48,0,0,1,Allowed
security_monitoring_agent,5,security_admin,read_record,database_api,payroll_record,5,1,41,0,68,1,1,1,Needs_Human_Approval
it_helpdesk_agent,2,analyst,download_file,file_storage_api,contract_document,3,1,44,0,66,0,0,1,Needs_Human_Approval
hr_onboarding_agent,1,contractor,download_file,file_storage_api,contract_document,3,0,53,0,89,0,0,1,Blocked
security_monitoring_agent,4,employee,search_records,finance_erp_api,system_config,4,1,17,0,42,0,0,1,Allowed
devops_release_agent,5,employee,delete_record,crm_api,source_code_repo,4,0,100,0,62,1,0,0,Blocked
sales_crm_agent,2,analyst,search_records,crm_api,customer_profile,3,0,28,0,53,0,0,1,Blocked
security_monitoring_agent,3,analyst,download_file,database_api,support_ticket,3,1,39,0,55,0,0,1,Allowed
security_monitoring_agent,3,guest,read_record,finance_erp_api,sales_pipeline,3,1,39,0,26,0,3,1,Allowed
sales_crm_agent,2,employee,download_file,finance_erp_api,sales_pipeline,3,0,76,0,76,1,0,1,Blocked
procurement_agent,3,employee,export_report,file_storage_api,public_knowledge_base,1,0,74,0,51,1,4,1,Blocked
data_analytics_agent,3,manager,download_file,contract_repository_api,customer_profile,3,1,35,0,60,0,0,1,Allowed
customer_support_agent,3,employee,update_record,file_storage_api,system_config,4,0,100,0,60,1,6,1,Blocked
customer_support_agent,4,employee,send_email,email_api,system_config,4,1,49,0,67,0,0,1,Needs_Human_Approval
procurement_agent,2,contractor,export_report,email_api,public_knowledge_base,2,0,60,0,68,0,0,1,Blocked
data_analytics_agent,3,analyst,read_record,database_api,customer_profile,3,0,45,0,47,0,2,1,Blocked
it_helpdesk_agent,3,manager,download_file,database_api,customer_profile,3,0,57,0,58,0,0,1,Blocked
sales_crm_agent,3,service_account,read_record,contract_repository_api,customer_profile,3,1,11,0,35,0,0,1,Allowed
customer_support_agent,2,employee,create_ticket,ticketing_api,sales_pipeline,3,0,28,0,50,0,0,1,Blocked
data_analytics_agent,3,security_admin,view_audit_log,siem_api,support_ticket,2,0,40,0,35,0,1,1,Blocked
data_analytics_agent,5,guest,send_email,email_api,financial_record,4,0,69,0,100,1,0,1,Blocked
security_monitoring_agent,2,admin,read_record,hris_api,system_config,4,1,13,0,44,0,0,1,Allowed
data_analytics_agent,4,vendor,update_record,ticketing_api,financial_record,4,1,62,0,65,0,0,1,Needs_Human_Approval
data_analytics_agent,3,vendor,search_records,database_api,sales_pipeline,3,1,27,0,36,0,3,1,Allowed
procurement_agent,2,employee,send_email,email_api,sales_pipeline,3,0,51,0,81,0,0,1,Blocked
legal_contract_agent,3,manager,approve_payment,finance_erp_api,sales_pipeline,3,1,64,0,42,1,0,1,Needs_Human_Approval
it_helpdesk_agent,3,vendor,read_record,file_storage_api,audit_log,4,0,54,0,58,0,0,1,Blocked
sales_crm_agent,4,employee,send_email,email_api,customer_profile,3,1,31,0,60,0,0,1,Allowed
it_helpdesk_agent,4,employee,read_record,crm_api,system_config,4,0,68,0,48,1,5,1,Blocked
it_helpdesk_agent,3,employee,run_script,devops_ci_api,access_policy,5,0,100,0,58,1,0,1,Blocked
procurement_agent,3,employee,download_file,database_api,support_ticket,2,0,58,0,55,0,0,0,Blocked
it_helpdesk_agent,3,service_account,approve_payment,finance_erp_api,financial_record,4,0,93,0,55,1,0,1,Blocked
finance_reconciliation_agent,4,contractor,read_record,crm_api,financial_record,4,1,26,0,47,0,0,1,Allowed
security_monitoring_agent,3,employee,approve_payment,finance_erp_api,financial_record,4,1,97,0,48,1,5,1,Blocked
data_analytics_agent,3,analyst,create_ticket,ticketing_api,system_config,4,0,53,0,66,1,0,1,Blocked
finance_reconciliation_agent,3,admin,create_ticket,ticketing_api,support_ticket,2,0,30,0,34,0,2,1,Blocked
it_helpdesk_agent,2,service_account,read_record,crm_api,invoice,3,1,18,0,26,0,1,0,Allowed
customer_support_agent,2,admin,search_records,crm_api,financial_record,4,0,48,0,63,0,1,1,Blocked
finance_reconciliation_agent,3,employee,export_report,siem_api,customer_profile,3,1,44,0,63,0,0,1,Allowed
devops_release_agent,4,analyst,run_script,devops_ci_api,support_ticket,1,0,100,0,30,1,0,1,Blocked
customer_support_agent,3,employee,download_file,database_api,customer_profile,3,1,36,0,43,0,0,1,Allowed
it_helpdesk_agent,4,employee,read_record,database_api,invoice,3,0,53,0,51,0,1,1,Blocked
procurement_agent,3,employee,download_file,contract_repository_api,system_config,4,0,58,0,85,0,0,1,Blocked
hr_onboarding_agent,2,analyst,download_file,email_api,api_key_secret,5,0,100,1,100,1,4,1,Blocked
legal_contract_agent,3,contractor,search_records,hris_api,employee_file,4,1,47,0,51,0,6,0,Allowed
it_helpdesk_agent,3,contractor,sync_external_app,database_api,system_config,3,1,69,0,62,1,0,1,Needs_Human_Approval
data_analytics_agent,3,guest,download_file,database_api,payroll_record,5,0,88,0,100,1,0,1,Blocked
procurement_agent,3,security_admin,read_record,finance_erp_api,invoice,4,1,21,0,49,0,0,1,Allowed
devops_release_agent,3,employee,update_record,database_api,audit_log,4,0,89,0,55,1,2,1,Blocked
sales_crm_agent,4,service_account,update_record,crm_api,financial_record,4,0,84,0,58,1,2,1,Blocked
customer_support_agent,3,employee,send_email,email_api,api_key_secret,5,0,71,0,100,1,1,1,Blocked
it_helpdesk_agent,5,analyst,export_report,crm_api,financial_record,4,0,87,0,100,1,2,1,Blocked
customer_support_agent,3,manager,read_record,finance_erp_api,support_ticket,2,1,16,0,28,0,0,1,Allowed
it_helpdesk_agent,4,analyst,export_report,crm_api,sales_pipeline,3,1,76,1,75,1,1,1,Blocked
customer_support_agent,4,employee,read_record,hris_api,contract_document,3,0,47,0,36,0,1,1,Blocked
it_helpdesk_agent,4,employee,read_record,contract_repository_api,financial_record,4,0,53,0,59,0,0,1,Blocked
customer_support_agent,3,employee,create_ticket,database_api,payroll_record,5,0,80,0,74,1,2,1,Blocked
devops_release_agent,3,employee,read_record,crm_api,access_policy,5,0,58,0,60,1,0,1,Blocked
finance_reconciliation_agent,3,analyst,download_file,contract_repository_api,financial_record,4,1,51,0,74,0,3,1,Needs_Human_Approval
customer_support_agent,3,manager,export_report,siem_api,employee_file,4,1,55,0,75,0,0,1,Needs_Human_Approval
sales_crm_agent,3,service_account,export_report,database_api,financial_record,4,0,75,0,87,1,1,1,Blocked
procurement_agent,3,manager,download_file,database_api,support_ticket,2,0,72,0,54,1,6,1,Blocked
procurement_agent,3,service_account,send_email,email_api,support_ticket,2,1,30,0,56,1,0,1,Needs_Human_Approval
customer_support_agent,4,service_account,export_report,file_storage_api,customer_profile,3,1,61,0,63,0,0,1,Needs_Human_Approval
legal_contract_agent,3,manager,change_permission,hris_api,customer_profile,3,0,100,0,47,1,0,1,Blocked
security_monitoring_agent,2,analyst,create_ticket,ticketing_api,employee_file,4,0,40,0,70,0,0,1,Blocked
it_helpdesk_agent,3,security_admin,read_record,hris_api,support_ticket,1,1,2,0,17,0,0,1,Allowed
it_helpdesk_agent,2,analyst,read_record,database_api,invoice,3,0,45,0,44,1,0,1,Blocked
data_analytics_agent,4,manager,download_file,identity_provider_api,contract_document,3,0,90,0,81,1,3,1,Blocked
sales_crm_agent,2,contractor,create_ticket,ticketing_api,api_key_secret,5,0,91,1,86,1,4,1,Blocked
finance_reconciliation_agent,3,employee,read_record,crm_api,support_ticket,2,1,11,0,35,0,2,1,Allowed
data_analytics_agent,3,employee,search_records,database_api,contract_document,3,0,43,0,52,0,0,1,Blocked
finance_reconciliation_agent,2,contractor,send_email,email_api,support_ticket,2,0,52,0,73,0,0,1,Blocked
legal_contract_agent,3,analyst,download_file,contract_repository_api,system_config,4,0,78,0,78,1,0,1,Blocked
procurement_agent,2,service_account,export_report,database_api,employee_file,4,1,52,0,79,0,0,1,Needs_Human_Approval
data_analytics_agent,4,admin,download_file,database_api,system_config,4,0,81,0,76,1,1,1,Blocked
it_helpdesk_agent,4,security_admin,export_report,finance_erp_api,invoice,3,0,81,0,72,1,6,1,Blocked
executive_assistant_agent,4,contractor,read_record,contract_repository_api,sales_pipeline,3,0,55,0,42,0,2,1,Blocked
customer_support_agent,2,vendor,read_record,crm_api,contract_document,3,0,45,0,42,0,0,1,Blocked
it_helpdesk_agent,4,security_admin,create_ticket,ticketing_api,invoice,3,0,39,0,43,0,0,1,Blocked
finance_reconciliation_agent,3,admin,create_ticket,ticketing_api,api_key_secret,5,1,6,0,69,1,0,1,Needs_Human_Approval
sales_crm_agent,4,employee,export_report,siem_api,audit_log,4,0,73,0,83,1,0,1,Blocked
customer_support_agent,3,guest,update_record,crm_api,sales_pipeline,3,1,60,0,25,0,1,1,Needs_Human_Approval
finance_reconciliation_agent,1,employee,search_records,crm_api,system_config,5,0,54,0,61,1,2,1,Blocked
data_analytics_agent,3,employee,sync_external_app,email_api,audit_log,4,0,100,0,83,0,0,1,Blocked
it_helpdesk_agent,1,employee,search_records,hris_api,customer_profile,3,0,23,0,58,0,0,1,Blocked
procurement_agent,3,service_account,read_record,hris_api,audit_log,4,0,56,0,60,0,0,1,Blocked
executive_assistant_agent,4,admin,read_record,crm_api,public_knowledge_base,1,1,2,0,24,0,0,1,Allowed
data_analytics_agent,4,employee,read_record,email_api,audit_log,4,0,62,0,69,0,1,1,Blocked
security_monitoring_agent,2,manager,approve_payment,finance_erp_api,contract_document,3,0,97,0,44,1,3,1,Blocked
sales_crm_agent,3,employee,send_email,email_api,payroll_record,5,0,81,0,100,1,3,1,Blocked
